cctrt_id,estimate,std.error,df,conf.low,conf.high,.group,resp_var
mix_E,3.8223598469911124,0.16124212515029915,3.9856611115429286,3.3740440406190424,4.270675653363183, A ,crop_yield
mix_M,3.8656279358224004,0.16124212515029873,3.9856611115429383,3.4173121294503317,4.313943742194469, A ,crop_yield
rad_L,3.9048689923402615,0.16124212515029915,3.985661111542992,3.456553185968194,4.353184798712329, A ,crop_yield
nocc,3.904897694193426,0.16124212515029918,3.985661111542882,3.4565818878213537,4.353213500565499, A ,crop_yield
rad_M,4.198646474817081,0.16124212515029904,3.985661111542925,3.750330668445011,4.6469622811891504,  B,crop_yield
