year,till_id,cctrt_id,straw_id,value2,name,cat
2018,surface,mix_E,removed,33,pweed_nu,dis-service
2018,surface,mix_M,removed,8,pweed_nu,dis-service
2018,surface,nocc,removed,0,pweed_nu,dis-service
2018,surface,rad_L,removed,4,pweed_nu,dis-service
2018,surface,rad_M,removed,0,pweed_nu,dis-service
2018,surface,mix_E,retained,7,pweed_nu,dis-service
2018,surface,mix_M,retained,0,pweed_nu,dis-service
2018,surface,nocc,retained,0,pweed_nu,dis-service
2018,surface,rad_L,retained,12,pweed_nu,dis-service
2018,surface,rad_M,retained,10,pweed_nu,dis-service
2019,inversion,mix_E,removed,0,pweed_nu,dis-service
2019,inversion,mix_M,removed,0,pweed_nu,dis-service
2019,inversion,nocc,removed,0,pweed_nu,dis-service
2019,inversion,rad_L,removed,0,pweed_nu,dis-service
2019,inversion,rad_M,removed,0,pweed_nu,dis-service
2019,inversion,mix_E,retained,0,pweed_nu,dis-service
2019,inversion,mix_M,retained,0,pweed_nu,dis-service
2019,inversion,nocc,retained,0,pweed_nu,dis-service
2019,inversion,rad_L,retained,0,pweed_nu,dis-service
2019,inversion,rad_M,retained,0,pweed_nu,dis-service
2019,notill,mix_E,removed,56,pweed_nu,dis-service
2019,notill,mix_M,removed,21,pweed_nu,dis-service
2019,notill,nocc,removed,6,pweed_nu,dis-service
2019,notill,rad_L,removed,3,pweed_nu,dis-service
2019,notill,rad_M,removed,3,pweed_nu,dis-service
2019,notill,mix_E,retained,57,pweed_nu,dis-service
2019,notill,mix_M,retained,9,pweed_nu,dis-service
2019,notill,nocc,retained,12,pweed_nu,dis-service
2019,notill,rad_L,retained,10,pweed_nu,dis-service
2019,notill,rad_M,retained,0,pweed_nu,dis-service
2019,surface,mix_E,removed,48,pweed_nu,dis-service
2019,surface,mix_M,removed,6,pweed_nu,dis-service
2019,surface,nocc,removed,0,pweed_nu,dis-service
2019,surface,rad_L,removed,6,pweed_nu,dis-service
2019,surface,rad_M,removed,0,pweed_nu,dis-service
2019,surface,mix_E,retained,12,pweed_nu,dis-service
2019,surface,mix_M,retained,2,pweed_nu,dis-service
2019,surface,nocc,retained,5,pweed_nu,dis-service
2019,surface,rad_L,retained,0,pweed_nu,dis-service
2019,surface,rad_M,retained,0,pweed_nu,dis-service
