year,eu_id,potval
2018,30502,0.045712975270178285
2018,30503,1.3668596359452851
2018,30504,0.9356843580473145
2018,30505,0.004782312672388101
2018,30506,0.017663101564950177
2018,30602,0.004960345450246997
2018,30603,1.3436390076758034
2018,30604,0.9739217794853865
2018,30605,0.047480520545551255
2018,30606,0.011322142394673086
2018,30802,0.01778319361885344
2018,30803,2.653703694088909
2018,30804,1.2433157381884576
2018,30805,6.412057075730993e-4
2018,30806,5.77988243446174e-4
2018,31402,0.12976529790889357
2018,31403,1.5161737141646645
2018,31404,1.062120988516758
2018,31405,0.006212613985317627
2018,31406,0.057864868280442044
2018,31502,0.05930263463461913
2018,31503,1.9711590598476463
2018,31504,0.5665767105277522
2018,31505,0
2018,31506,0
2018,31602,0.11757132570618195
2018,31603,1.5398889093422843
2018,31604,1.0790413805816887
2018,31605,0.30891028562814454
2018,31606,0.026457789049433512
2018,31801,2.152753503820092
2018,31802,0.006777815261036775
2018,31803,1.3727220781846634e-4
2018,31805,0.10902247070122467
2018,31806,1.4443619714638953
2018,31901,2.506349728547071
2018,31902,0.11866475821917195
2018,31903,4.235570096503994e-4
2018,31905,0.008175416263530001
2018,31906,1.4155839818101545
2018,32001,2.9145708410427242
2018,32002,0.20143911214449003
2018,32003,0.00778646475178665
2018,32005,0
2018,32006,1.268917708761754
2018,32601,2.254542319076841
2018,32602,0.025906915179888662
2018,32603,0
2018,32605,0.04012630909879421
2018,32606,1.9152018577431509
2018,32701,2.4737080273194487
2018,32702,0.11354226220258345
2018,32703,0.04776419648540736
2018,32705,0.005191233901176845
2018,32706,0.7638158087263639
2018,32801,2.394035630037334
2018,32802,0.0036693222392528207
2018,32803,0
2018,32805,0.004849296338823879
2018,32806,0.7286427102606811
2018,34101,0.0031048805952624166
2018,34102,0.015055753896885661
2018,34103,2.5397908183761864
2018,34104,1.0201530869383864
2018,34105,0
2018,34301,0.0025395358446416274
2018,34302,0.0561899441809908
2018,34303,2.8919214973337612
2018,34304,0.6565645046927474
2018,34305,0
2018,34401,8.471140193007987e-4
2018,34402,0.07435168173952583
2018,34403,1.8788296763752286
2018,34404,1.0655850057898935
2018,34405,0
2018,34602,0.06031823618482775
2018,34603,2.123442588432023
2018,34604,0.2707262730388927
2018,34605,0
2018,34606,0.004849296338823879
2018,34702,0.053137026510425456
2018,34703,2.664628671642644
2018,34704,0.7495600453330757
2018,34705,0
2018,34706,0
2018,34802,0.03350536448104585
2018,34803,2.414819733676146
2018,34804,0.7021296549778367
2018,34805,0
2018,34806,0
2018,34901,2.893653505970329
2018,34902,0.06022915378362159
2018,34903,0.05116104059267618
2018,34905,0.007859800265980793
2018,34906,1.3530984394601346
2018,35101,1.6863102548490474
2018,35102,0.06160366255981385
2018,35103,0.0040405890676038616
2018,35105,0.1400321240730429
2018,35106,1.2698287934713022
2018,35201,1.8528495468267128
2018,35202,0.08517789313723093
2018,35203,0
2018,35205,0.10232208118535237
2018,35206,0.7286427102606811
2018,35301,2.997840487031557
2018,35302,0.13599187479524832
2018,35304,0.006175837203883132
2018,35305,0.05747636066992895
2018,35306,1.8528495468267128
2018,35401,1.8527163153931303
2018,35402,0.025521450298477986
2018,35404,0.0058931648285727375
2018,35405,0.09502672256336198
2018,35406,1.7695799008378799
2018,35501,2.123442588432023
2018,35502,0.18951044206366763
2018,35504,0.01176750165449828
2018,35505,0.059349375246708705
2018,35506,1.7903640044766929
2019,30502,0.1560391551804151
2019,30503,1.2538003708114955
2019,30504,0.8091223405094593
2019,30505,0.049971956208668455
