plot_id,year,date,date2,rep,name,value,value2
3_06_02,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_06_02,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_06_02,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_06_02,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_06_02,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_06_02,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_06_02,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_06_02,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_06_03,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_06_03,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_06_03,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_06_03,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_06_03,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_06_03,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_06_03,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_06_03,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_06_03,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_06_03,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_06_03,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_06_03,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_06_04,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_06_04,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_06_04,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_06_04,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_06_04,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_06_04,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_06_04,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_06_04,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_06_04,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_06_04,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_06_04,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_06_04,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_06_05,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_06_05,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_06_05,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_06_05,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_06_05,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_06_05,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_06_05,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_06_05,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_06_05,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_06_05,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_06_05,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_06_05,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_06_06,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_06_06,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_06_06,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_06_06,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_06_06,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_06_06,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_06_06,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_06_06,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_06_06,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_06_06,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_06_06,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_06_06,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_08_02,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_08_02,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_08_02,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_08_02,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_08_02,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_08_02,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_08_02,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_08_02,2019,22-05-19,2019-05-22,2,equar,TRUE,1
3_08_02,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_08_02,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_08_02,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_08_02,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_08_03,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_08_03,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_08_03,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_08_03,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_08_03,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_08_03,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_08_03,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_08_03,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_08_03,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_08_03,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_08_03,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_08_03,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_08_04,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_08_04,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_08_04,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_08_04,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_08_04,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_08_04,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_08_04,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_08_04,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_08_04,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_08_04,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_08_04,2019,22-05-19,2019-05-22,3,cirar,TRUE,1
3_08_04,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_08_05,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_08_05,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_08_05,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_08_05,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_08_05,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_08_05,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_08_05,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_08_05,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_08_05,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_08_05,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_08_05,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_08_05,2019,22-05-19,2019-05-22,3,equar,TRUE,1
3_08_06,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_08_06,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_08_06,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_08_06,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_08_06,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_08_06,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_08_06,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_08_06,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_08_06,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_08_06,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_08_06,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_08_06,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_14_02,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_14_02,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_14_02,2019,22-05-19,2019-05-22,1,cirar,TRUE,1
3_14_02,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_14_02,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_14_02,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_14_02,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_14_02,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_14_02,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_14_02,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_14_02,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_14_02,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_14_03,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_14_03,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_14_03,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_14_03,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_14_03,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_14_03,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_14_03,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_14_03,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_14_03,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_14_03,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_14_03,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_14_03,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_14_04,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_14_04,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_14_04,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_14_04,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_14_04,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_14_04,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_14_04,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_14_04,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_14_04,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_14_04,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_14_04,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_14_04,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_14_05,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_14_05,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_14_05,2019,22-05-19,2019-05-22,1,cirar,TRUE,1
3_14_05,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_14_05,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_14_05,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_14_05,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_14_05,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_14_05,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_14_05,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_14_05,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_14_05,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_14_06,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_14_06,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_14_06,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_14_06,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_14_06,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_14_06,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_14_06,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_14_06,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_14_06,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_14_06,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_14_06,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_14_06,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_15_02,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_15_02,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_15_02,2019,22-05-19,2019-05-22,1,cirar,TRUE,1
3_15_02,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_15_02,2019,22-05-19,2019-05-22,2,dicot,FALSE,0
3_15_02,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_15_02,2019,22-05-19,2019-05-22,2,cirar,TRUE,1
3_15_02,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_15_02,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_15_02,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_15_02,2019,22-05-19,2019-05-22,3,cirar,TRUE,1
3_15_02,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_15_03,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_15_03,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_15_03,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_15_03,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_15_03,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_15_03,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_15_03,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_15_03,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_15_03,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_15_03,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_15_03,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_15_03,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_15_04,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_15_04,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_15_04,2019,22-05-19,2019-05-22,1,cirar,TRUE,1
3_15_04,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_15_04,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_15_04,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_15_04,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_15_04,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_15_04,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_15_04,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_15_04,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_15_04,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_15_05,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_15_05,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_15_05,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_15_05,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_15_05,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_15_05,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_15_05,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_15_05,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_15_05,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_15_05,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_15_05,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_15_05,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_15_06,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_15_06,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_15_06,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_15_06,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_15_06,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_15_06,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_15_06,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_15_06,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_15_06,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_15_06,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_15_06,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_15_06,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_16_02,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_16_02,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_16_02,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_16_02,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_16_02,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_16_02,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_16_02,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_16_02,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_16_02,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_16_02,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_16_02,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_16_02,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_16_03,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_16_03,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_16_03,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_16_03,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_16_03,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_16_03,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_16_03,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_16_03,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_16_03,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_16_03,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_16_03,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_16_03,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_16_04,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_16_04,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_16_04,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_16_04,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_16_04,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_16_04,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_16_04,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_16_04,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_16_04,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_16_04,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_16_04,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_16_04,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_16_05,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_16_05,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_16_05,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_16_05,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_16_05,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_16_05,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_16_05,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_16_05,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_16_05,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_16_05,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_16_05,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_16_05,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_16_06,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_16_06,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_16_06,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_16_06,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_16_06,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_16_06,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_16_06,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_16_06,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_16_06,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_16_06,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_16_06,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_16_06,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_18_01,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_18_01,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_18_01,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_18_01,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_18_01,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_18_01,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_18_01,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_18_01,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_18_01,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_18_01,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_18_01,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_18_01,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_18_02,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_18_02,2019,22-05-19,2019-05-22,1,monocot,FALSE,0
3_18_02,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_18_02,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_18_02,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_18_02,2019,22-05-19,2019-05-22,2,monocot,FALSE,0
3_18_02,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_18_02,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_18_02,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_18_02,2019,22-05-19,2019-05-22,3,monocot,FALSE,0
3_18_02,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_18_02,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_18_03,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_18_03,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_18_03,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_18_03,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_18_03,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
3_18_03,2019,22-05-19,2019-05-22,2,monocot,TRUE,1
3_18_03,2019,22-05-19,2019-05-22,2,cirar,FALSE,0
3_18_03,2019,22-05-19,2019-05-22,2,equar,FALSE,0
3_18_03,2019,22-05-19,2019-05-22,3,dicot,TRUE,1
3_18_03,2019,22-05-19,2019-05-22,3,monocot,TRUE,1
3_18_03,2019,22-05-19,2019-05-22,3,cirar,FALSE,0
3_18_03,2019,22-05-19,2019-05-22,3,equar,FALSE,0
3_18_05,2019,22-05-19,2019-05-22,1,dicot,TRUE,1
3_18_05,2019,22-05-19,2019-05-22,1,monocot,TRUE,1
3_18_05,2019,22-05-19,2019-05-22,1,cirar,FALSE,0
3_18_05,2019,22-05-19,2019-05-22,1,equar,FALSE,0
3_18_05,2019,22-05-19,2019-05-22,2,dicot,TRUE,1
