weayear,estimate,std.error,df,conf.low,conf.high
"2018, dry/hot, spring barley",227.2998333333338,6.416280263281773,4.101559218230033,209.65800554179222,244.94166112487537
"2019, wet/hot, oat",98.49916666666685,6.4162802632818305,4.101559218229953,80.85733887512498,116.14099445820872
