straw_id,estimate,std.error,df,conf.low,conf.high
removed,152.48908333333378,6.416280263281761,4.101559218229979,134.84725554179215,170.1309111248754
retained,173.30991666666688,6.4162802632817835,4.101559218229922,155.66808887512508,190.95174445820868
