till_id,estimate,std.error,df,conf.low,conf.high
inversion,135.42925000000062,6.865635651955321,5.369138788845599,118.13935921616628,152.71914078383494
notill,195.74812500000024,6.865635651955385,5.369138788845751,178.4582342161659,213.0380157838346
surface,157.52112500000013,6.865635651955383,5.369138788845705,140.23123421616572,174.81101578383453
