product,crop,sum.risk.score,reference.sum.risk.scores,formula,amount.applied,standard.dosage,HL,TL,FL,L,STI,LI
Agora,fodder beet,150,350,1.5,0.4,0.8,0.6428571428571429,0.30909827317178,0.1767898926534946,1.1287453086824175,0.5,0.45149812347296703
Alanto,apple,25,350,1.5,0.533333333333333,0.32,0.10714285714285714,0.5675121448125634,0.02880762983359577,0.7034626317890162,1.6666666666666656,0.3751800702874751
Aniten,wheat,20,350,1.5,0.255555555555556,3,0.08571428571428572,0.06284624300532614,0.13930516742006377,0.2878656961396756,0.08518518518518532,0.07356567790236167
Artist,potatoes,130,350,1.5,2,2.5,0.5571428571428572,0.2655486505184974,0.15296323944655493,0.9756547471079096,0.8,1.9513094942158191
