station;date;minte;maxte;temp;prec
613500;25-07-2015;13,5;23,3;16;19,1
613500;26-07-2015;11,4;18;14,5;10,3
613500;27-07-2015;11,4;16,4;14,1;2,5
613500;28-07-2015;13,5;19,1;16;3,3
613500;29-07-2015;12;17,8;14,6;0,9
613500;30-07-2015;6,4;19,8;13,9;0,5
613500;31-07-2015;9,8;17;13,6;0
613500;01-08-2015;6;18,7;13,5;0
613500;02-08-2015;8;22,8;16,2;0
613500;03-08-2015;9;24,6;17,6;0
613500;04-08-2015;15,4;28,3;20,9;8,6
613500;05-08-2015;12,7;22,4;17,8;0,1
613500;06-08-2015;10,9;26,5;19,1;0
613500;07-08-2015;13,9;24,7;19,4;0,8
613500;08-08-2015;11;21,1;16,7;0
613500;09-08-2015;7,4;23,4;16,1;0
613500;10-08-2015;11;25,5;18,1;1,8
613500;11-08-2015;13,4;24,5;18,5;11,5
613500;12-08-2015;11,7;21,1;17,3;0
613500;13-08-2015;8,1;23,8;16,6;0
613500;14-08-2015;15,7;25,3;19,6;0
613500;15-08-2015;16,9;22,1;18,8;2,3
613500;16-08-2015;14,9;23,9;19,2;2,8
613500;17-08-2015;15,9;26,1;20,3;0
613500;18-08-2015;15,7;24,7;19,2;0
613500;19-08-2015;14;25;18,9;0
613500;20-08-2015;11,9;25,2;17,9;0
613500;21-08-2015;10,6;25,7;18;0
613500;22-08-2015;10,6;23,9;17,6;0
613500;23-08-2015;13,4;24;18,4;0
613500;24-08-2015;14,1;21,4;17,4;3
613500;25-08-2015;13,5;20,7;17,7;3,6
613500;26-08-2015;12,9;21,2;17,6;0
613500;27-08-2015;14,5;20,6;17,7;13
613500;28-08-2015;12,6;20,3;16;3,7
613500;29-08-2015;11,3;20,6;16,5;0
613500;30-08-2015;14,2;20,8;17,3;0
613500;31-08-2015;15,5;19,3;17;6,9
613500;01-09-2015;14,8;20,6;17,2;0,1
613500;02-09-2015;13,4;19,8;15,7;0
613500;03-09-2015;10,2;18,2;14,6;0
613500;04-09-2015;9,6;17,7;13,7;4,7
613500;05-09-2015;11,4;15,6;13,5;8,9
613500;06-09-2015;10,6;16,9;13,6;9,6
613500;07-09-2015;8,5;16,7;13;0
613500;08-09-2015;7,6;17,3;13;0
613500;09-09-2015;5,9;18,7;12,4;0
613500;10-09-2015;7,2;18,4;13,1;0
613500;11-09-2015;11,8;18,5;14,6;14,1
613500;12-09-2015;12,9;17,8;14,8;0,8
613500;13-09-2015;14,2;16,2;15,2;6,2
613500;14-09-2015;15;19,7;16,4;5,8
613500;15-09-2015;11;15,7;13,7;7,2
613500;16-09-2015;12,1;16,7;14,5;3,5
613500;17-09-2015;13,9;19;16,6;0,4
613500;18-09-2015;12,1;17;14,7;3,1
613500;19-09-2015;11,6;17,1;13,9;0,1
613500;20-09-2015;9,1;16,4;12,8;0,6
613500;21-09-2015;8,4;15,2;11,8;0,9
613500;22-09-2015;12,3;14,9;13,5;2,4
613500;23-09-2015;10,4;14,9;13;0,3
613500;24-09-2015;10,9;16,3;13,5;0,6
613500;25-09-2015;9,6;15,6;12,7;1,1
613500;26-09-2015;7,1;15,4;11,4;0
613500;27-09-2015;6,5;16,8;11,5;0
613500;28-09-2015;4,6;17,3;10,7;0
613500;29-09-2015;5,9;17,7;11;0
613500;30-09-2015;4;16,2;10,1;0
613500;01-10-2015;6,9;15,4;11,2;0
613500;02-10-2015;8,6;18,1;12,6;0
613500;03-10-2015;5;16,2;10,3;0
613500;04-10-2015;6,5;14,7;9,9;0
613500;05-10-2015;6,6;16,6;11,6;0
613500;06-10-2015;11,8;15,6;13,2;0,1
613500;07-10-2015;10,4;13;11,9;0,4
613500;08-10-2015;7,9;10,5;8,8;5
613500;09-10-2015;6,8;11,7;9,4;0
613500;10-10-2015;5;11,1;7,6;0
613500;11-10-2015;6;9,8;7,9;0,1
613500;12-10-2015;5,6;9,7;7,1;0
613500;13-10-2015;5,8;8,5;6,9;0,8
613500;14-10-2015;6,7;8,7;7,7;0,1
613500;15-10-2015;7,6;11,6;9,4;2,1
613500;16-10-2015;8;9,9;8,7;3,6
613500;17-10-2015;8,4;10,3;9,5;1,5
613500;18-10-2015;6,6;10,4;9,6;2
613500;19-10-2015;3,4;12;7,9;0
613500;20-10-2015;5,5;9,9;8,2;0
613500;21-10-2015;7,3;11,6;9,6;0,6
613500;22-10-2015;9,9;12,9;10,9;0,1
613500;23-10-2015;7,3;13,2;11;0
613500;24-10-2015;5,7;11,7;9,6;0
613500;25-10-2015;5;12,5;9,8;0,1
613500;26-10-2015;0,8;11,7;6,4;0
613500;27-10-2015;2,3;11,4;6,9;0
613500;28-10-2015;6,3;12,5;9,3;0
613500;29-10-2015;3,9;10,8;7,9;0
613500;30-10-2015;6,8;10,4;8,2;0
613500;31-10-2015;5,4;12,9;9;0
613500;01-11-2015;4,2;10,7;8,9;0
613500;02-11-2015;7,7;10,7;9,3;0
613500;03-11-2015;4,7;8,2;6,3;0
613500;04-11-2015;4,2;6,7;5,5;0
613500;05-11-2015;5,8;11,1;8,8;0,3
613500;06-11-2015;8,1;12,2;10,8;7,3
613500;07-11-2015;11,6;14,8;12,9;10,1
613500;08-11-2015;7,9;12,8;10,8;0
613500;09-11-2015;10,3;12,8;11,2;2,1
613500;10-11-2015;11,6;15,2;13,5;1,2
613500;11-11-2015;11,5;14,1;12,9;1,1
613500;12-11-2015;7,5;13,1;11,1;0,7
613500;13-11-2015;6,3;12,2;9,6;2,6
613500;14-11-2015;5,5;9,7;7,3;5,6
613500;15-11-2015;0,9;8,9;6,2;0,6
613500;16-11-2015;0,8;12,1;8,7;9,2
613500;17-11-2015;6,4;10,6;8,8;10,5
613500;18-11-2015;8,3;12,6;10,1;11,3
613500;19-11-2015;7,1;10,7;9;5,3
613500;20-11-2015;2,1;8,2;5,7;2,7
613500;21-11-2015;-0,1;2,4;1,4;1,9
613500;22-11-2015;-0,1;2,1;0,8;17,4
613500;23-11-2015;-3,4;4,5;1,3;2,2
613500;24-11-2015;2,8;5,5;4,3;4,4
613500;25-11-2015;2,9;5,6;4,2;1,5
613500;26-11-2015;0,6;6,7;3,8;0,1
613500;27-11-2015;2,1;6,8;5,6;0
613500;28-11-2015;3,4;6,5;4,8;6,1
613500;29-11-2015;4,4;9,6;6,8;6,8
613500;30-11-2015;3;6,6;5,2;1,3
613500;01-12-2015;4;7;5,3;0
613500;02-12-2015;4,6;9,8;7,8;1,4
613500;03-12-2015;7,5;9,3;8,3;2
613500;04-12-2015;6,3;9,2;7,9;10
613500;05-12-2015;7,8;9;8,5;0
613500;06-12-2015;7,6;10,8;8,9;0,1
613500;07-12-2015;1,1;7,9;5,3;0
613500;08-12-2015;4,8;9,3;7,6;0,6
613500;09-12-2015;5,8;8,7;7,4;0,7
613500;10-12-2015;6,1;7,2;6,7;1,3
613500;11-12-2015;3,8;6,7;5,5;4
613500;12-12-2015;3,4;6,5;4,9;5,1
613500;13-12-2015;-0,4;5,5;3,1;3,8
613500;14-12-2015;-1,7;3,9;1,7;16
613500;15-12-2015;2,1;4,1;3,2;3
613500;16-12-2015;1,3;6,2;3,9;0,6
613500;17-12-2015;6;10,1;8,8;1,3
613500;18-12-2015;8,5;10,5;9,3;0,2
613500;19-12-2015;8,5;10,5;9,3;0
613500;20-12-2015;8,4;10,8;9,8;0
613500;21-12-2015;7,2;10,4;8,8;7
613500;22-12-2015;6,8;11,4;9,1;1,8
613500;23-12-2015;6,5;10,8;9;3,6
613500;24-12-2015;5,2;10,2;7;0
613500;25-12-2015;6,1;9,6;7;1,4
613500;26-12-2015;4;6,3;4,9;51
613500;27-12-2015;4,9;10,1;7,9;2,3
613500;28-12-2015;0;7;3,9;0
613500;29-12-2015;2,3;4,2;3,3;0
613500;30-12-2015;0,9;4,3;2,6;0
613500;31-12-2015;-0,1;4,3;1,6;1
613500;01-01-2016;1,7;4,7;3,5;0
613500;02-01-2016;-3,6;3,4;-0,8;0,2
613500;03-01-2016;-5,5;-3,1;-4;0
613500;04-01-2016;-5,7;-0,8;-2,9;0
613500;05-01-2016;-4,8;-1,4;-3;0,1
613500;06-01-2016;-5,4;-1,8;-3,5;0,1
613500;07-01-2016;-3,4;-1;-2;0,1
613500;08-01-2016;-1,9;1,6;0;2,5
613500;09-01-2016;-2;2,4;0,9;0,1
613500;10-01-2016;-0,3;2;0,6;6,8
613500;11-01-2016;-0,6;2;0,9;0,1
613500;12-01-2016;-0,1;1,9;1,1;7
613500;13-01-2016;-2,9;0,6;-1,1;6,6
613500;14-01-2016;-1,5;1,8;0,1;1,1
613500;15-01-2016;-6,9;0,5;-2;0
613500;16-01-2016;-6,1;-0,8;-2,9;0,4
613500;17-01-2016;-8,8;-2;-5;0
613500;18-01-2016;-10,2;0,5;-2,8;0,3
613500;19-01-2016;-4,8;0,6;-1,4;0
613500;20-01-2016;-7,5;-1,6;-3,1;0
613500;21-01-2016;-8,9;-1,1;-4,2;0
613500;22-01-2016;-4,4;-1,7;-2,8;0
613500;23-01-2016;-3,6;2,2;-1;2,2
613500;24-01-2016;0,9;3;1,9;5,1
613500;25-01-2016;2,4;5,8;4,3;0,2
613500;26-01-2016;3,9;6,6;5,4;0,2
613500;27-01-2016;5,8;8,8;7,5;1,6
613500;28-01-2016;4,1;8,4;5,5;0
613500;29-01-2016;3,3;8,4;5,6;0,5
613500;30-01-2016;1,7;7,3;5,4;7,5
613500;31-01-2016;1,2;4,4;2,6;3,5
613500;01-02-2016;0;8,9;3,1;2,2
613500;02-02-2016;4,9;7,7;6,2;0,3
613500;03-02-2016;2,2;6,5;4,5;0,4
613500;04-02-2016;0,8;4,8;2,5;0
613500;05-02-2016;0,6;6,1;2,9;2,5
613500;06-02-2016;5,4;7,5;6,6;0,5
613500;07-02-2016;4,7;8,8;6,1;0
613500;08-02-2016;4,1;7;5,4;5,4
613500;09-02-2016;3,3;6,2;4,9;4,5
613500;10-02-2016;1,5;4;3,1;9,8
613500;11-02-2016;-1,1;5;3;0,1
613500;12-02-2016;-1,2;2,3;0,3;0
613500;13-02-2016;-1,9;1,5;-0,6;0,5
613500;14-02-2016;0;3,4;1,2;0
613500;15-02-2016;-3,1;0,8;-0,5;0
613500;16-02-2016;-4,6;2,9;-0,9;0
613500;17-02-2016;-1,6;1,8;0;0
613500;18-02-2016;-0,6;2,2;0,3;0,3
613500;19-02-2016;-1;1,7;0,7;0
613500;20-02-2016;0,1;5,4;2,9;6
613500;21-02-2016;3,3;6,5;4,5;5,4
613500;22-02-2016;3;6,7;4,3;0,9
613500;23-02-2016;2,5;6,6;3,9;0,7
613500;24-02-2016;0,4;5,2;2,4;0
613500;25-02-2016;0;4,3;1,8;0
613500;26-02-2016;-0,1;5,3;2,1;0
613500;27-02-2016;-3,8;1,8;-0,6;0
613500;28-02-2016;-2;1,3;-0,4;0
613500;29-02-2016;-1,2;4,2;0,5;0
613500;01-03-2016;-0,3;2,2;0,9;0,2
613500;02-03-2016;-0,2;5;2,3;18
613500;03-03-2016;-0,3;6,3;2,5;0,9
613500;04-03-2016;0,9;3,2;1,8;0
613500;05-03-2016;1,5;3,9;2,8;9
613500;06-03-2016;-0,1;3;1,3;10,3
613500;07-03-2016;1,5;4,9;2,8;0
613500;08-03-2016;-0,1;3,7;2;0,2
613500;09-03-2016;-0,1;6,3;2,7;0
613500;10-03-2016;0,3;5,6;2,5;0
613500;11-03-2016;-1,5;5,4;1,6;0
613500;12-03-2016;-2;3,8;0,1;0,2
613500;13-03-2016;-2,9;3,3;-0,6;0
613500;14-03-2016;1,5;4,4;3,3;0
613500;15-03-2016;0,2;8,9;4,4;0
613500;16-03-2016;-1,1;7,7;2,6;0
613500;17-03-2016;-0,8;10;4,5;0
613500;18-03-2016;-1,3;10,1;3,9;0
613500;19-03-2016;-2;7,6;3;0
613500;20-03-2016;2,4;8,6;5,1;0
613500;21-03-2016;3,3;9,7;5,9;0,2
613500;22-03-2016;4,2;6,8;5,5;0,1
613500;23-03-2016;0,8;7,8;4,2;0
613500;24-03-2016;-1,9;7,5;3,7;0,5
613500;25-03-2016;3,6;7,2;5,5;0,6
613500;26-03-2016;1;8;4,6;0
613500;27-03-2016;4,7;9,4;6,6;2,8
613500;28-03-2016;4,5;10,9;7,4;1,6
613500;29-03-2016;3,6;10,4;6,4;1,4
613500;30-03-2016;2,4;8,6;5,2;3,5
613500;31-03-2016;2,5;9,8;5,7;0
613500;01-04-2016;0,1;8,6;4,3;0
613500;02-04-2016;3,9;12;7,7;0
613500;03-04-2016;3,6;14,4;8,4;0
613500;04-04-2016;3,4;15,9;9,3;0
613500;05-04-2016;5,1;10,1;7,8;6,9
613500;06-04-2016;6,3;11,3;7,9;3,3
613500;07-04-2016;5;8,7;6,6;1,1
613500;08-04-2016;3,3;10,1;6,7;0,6
613500;09-04-2016;1,4;11,3;6,2;0
613500;10-04-2016;1,3;11,2;5,8;0
613500;11-04-2016;1,2;12,8;6,9;0
613500;12-04-2016;3,9;8,7;6,4;6,3
613500;13-04-2016;3,8;11,9;7,8;0
613500;14-04-2016;3,7;10,9;7;0
613500;15-04-2016;4,8;11,2;7,7;2,4
613500;16-04-2016;5,6;12,5;8,7;0,1
613500;17-04-2016;4,7;10,7;7,2;0
613500;18-04-2016;3,6;9,5;6,6;0
613500;19-04-2016;5,8;11,1;7,9;0
613500;20-04-2016;4,4;11,5;7,5;0
613500;21-04-2016;2,9;10,2;6,9;0
613500;22-04-2016;4,3;11,5;7,5;0
613500;23-04-2016;0,6;9,2;4,7;0,1
613500;24-04-2016;0,5;6,1;2,6;7,9
613500;25-04-2016;-0,6;7,2;3,4;1,9
613500;26-04-2016;1,8;7,5;3,8;6,2
613500;27-04-2016;0,2;6,8;3,6;5,5
613500;28-04-2016;2,7;8,9;5,2;0,3
613500;29-04-2016;2,3;10,8;6,6;0
613500;30-04-2016;4,9;10,8;7,5;0,5
613500;01-05-2016;3,9;13,4;8,6;0
613500;02-05-2016;0,4;16,3;9,4;0
613500;03-05-2016;6,6;13,7;10,1;0,6
613500;04-05-2016;3,9;13,5;8,8;0
613500;05-05-2016;1,5;15,9;9,9;0
613500;06-05-2016;5,2;19,4;12,7;0
613500;07-05-2016;7,9;21,8;14,9;0
613500;08-05-2016;8,8;22,8;16,4;0
613500;09-05-2016;11,3;22,8;16,7;0
613500;10-05-2016;11;23,3;16,8;0
613500;11-05-2016;11;22,5;15,8;0
613500;12-05-2016;7,6;19,4;13,7;0
613500;13-05-2016;3,5;19,3;12,3;0
613500;14-05-2016;5,2;12,9;9,9;0,1
613500;15-05-2016;5;11,2;8,2;7
613500;16-05-2016;6,7;14,6;10;0,1
613500;17-05-2016;6,9;11,7;9,3;0
613500;18-05-2016;7,4;16;11,5;0
613500;19-05-2016;6,9;19,7;13,8;0
613500;20-05-2016;11,8;16,6;13,8;0,1
613500;21-05-2016;11,3;17,7;14,7;0,4
613500;22-05-2016;14,4;25;19,3;0
613500;23-05-2016;13,3;19,4;15,8;1,8
613500;24-05-2016;12,6;18,6;15;0
613500;25-05-2016;9;23,2;16,6;0
613500;26-05-2016;10,4;15;13;0
613500;27-05-2016;6,1;19,3;13,8;0
613500;28-05-2016;6,7;19,7;14,5;0
613500;29-05-2016;10,3;23,2;17,1;0,1
613500;30-05-2016;15,4;25,3;19,9;4,2
613500;31-05-2016;16,4;23,6;19,4;3,2
613500;01-06-2016;16,8;26,4;21,4;0
613500;02-06-2016;16,5;25,2;20,6;0
613500;03-06-2016;15,1;27;20,8;0
613500;04-06-2016;11,9;26,8;20,5;0
613500;05-06-2016;11,5;24,9;18;0
613500;06-06-2016;9,7;20,3;15,2;0
613500;07-06-2016;8;22,5;16,1;0
613500;08-06-2016;11,6;20,4;14,7;0
613500;09-06-2016;6,5;19,3;14,5;0
613500;10-06-2016;8,1;17,1;13,4;0
613500;11-06-2016;5,1;17,9;12,5;0
613500;12-06-2016;4;18,3;12,6;0
613500;13-06-2016;11,8;16,3;13,4;0,8
613500;14-06-2016;12,4;15,1;13,9;1,7
613500;15-06-2016;13,8;21,3;16,5;5,2
613500;16-06-2016;12,5;20,7;15,9;0
613500;17-06-2016;9,9;19,4;15,4;0
613500;18-06-2016;11,8;19,9;15,8;0
613500;19-06-2016;11,2;17,3;14,1;0
613500;20-06-2016;8,6;19,7;15,3;3,2
613500;21-06-2016;11,9;19,7;16,2;8,3
613500;22-06-2016;10;23,2;17,4;0,3
613500;23-06-2016;12;27,2;20,1;22
613500;24-06-2016;18,2;24,9;21,3;4,4
613500;25-06-2016;16,3;23,2;18,9;5,7
613500;26-06-2016;12,6;20,2;16,7;0,2
613500;27-06-2016;11,5;19,6;15,6;1,3
613500;28-06-2016;11;19,5;15,3;0
613500;29-06-2016;9,8;20;14,9;5,9
613500;30-06-2016;13,4;18,6;16;0,6
613500;01-07-2016;15,6;19,6;17;6,2
613500;02-07-2016;10,4;18,6;15,9;16,7
613500;03-07-2016;10,3;18,2;14,3;4,6
613500;04-07-2016;11,1;19,7;15;0,2
613500;05-07-2016;9,4;20,6;14,6;6,7
613500;06-07-2016;11,7;18,2;14,2;2,9
613500;07-07-2016;10,7;18,5;14,7;0
613500;08-07-2016;14,4;20,7;16,5;8,8
613500;09-07-2016;13,2;20,1;16;0,7
613500;10-07-2016;14,9;21,8;17,6;10,9
613500;11-07-2016;15,5;21,1;17,7;3,2
613500;12-07-2016;14,3;20,4;17,4;4,6
613500;13-07-2016;10,4;19,8;15,4;0
613500;14-07-2016;9,5;19,1;14,6;0
613500;15-07-2016;12,6;18,2;15,1;0
613500;16-07-2016;10,8;19,6;15,1;0,5
613500;17-07-2016;11,4;17,6;14,7;0,2
613500;18-07-2016;12,3;18,3;15,7;0,1
613500;19-07-2016;13,2;21,4;17,5;0
613500;20-07-2016;13,4;25,6;20,2;0
613500;21-07-2016;14,9;26;20;0
613500;22-07-2016;13,1;27,1;20,9;0
613500;23-07-2016;15,5;27;21,7;0
613500;24-07-2016;14,4;27,1;20,9;0
613500;25-07-2016;14,1;27;20,9;0
613500;26-07-2016;13;22,7;18,8;0
613500;27-07-2016;11;20,9;16,7;0
613500;28-07-2016;12,6;22,2;17,8;1,7
613500;29-07-2016;11,7;23,4;18,1;0,1
613500;30-07-2016;13,2;22,4;18;0,8
613500;31-07-2016;10;19,7;15,7;0
613500;01-08-2016;10,6;20;15,2;2,3
613500;02-08-2016;10,8;21,1;15,9;0,4
613500;03-08-2016;8,5;19,5;15,2;5,8
613500;04-08-2016;14,6;22,4;17,9;0,7
613500;05-08-2016;14,3;22,8;18,3;0
613500;06-08-2016;13,4;20,3;16,1;2,8
613500;07-08-2016;11,7;21,2;16,6;0
613500;08-08-2016;12,4;21,4;17,3;3,6
613500;09-08-2016;10,8;17,6;13,8;0,2
613500;10-08-2016;9,9;17,2;13;0,7
613500;11-08-2016;9,4;17,9;13;0
613500;12-08-2016;10,8;18,6;15,3;0
613500;13-08-2016;14;19,6;16,8;1,1
613500;14-08-2016;12,2;19,7;15,4;5,7
613500;15-08-2016;10,7;19,5;15,1;0
613500;16-08-2016;9,8;20,3;15,2;0
613500;17-08-2016;8,3;22;16;0
613500;18-08-2016;12,3;18,8;15,6;0,1
613500;19-08-2016;11,6;22,1;16,8;0
613500;20-08-2016;13,6;21,7;17,3;0,3
613500;21-08-2016;11,5;21,9;17,2;0,8
613500;22-08-2016;14;20,7;17,2;7,3
613500;23-08-2016;13,6;20,2;17,8;0,9
613500;24-08-2016;10,9;24;18,1;0
613500;25-08-2016;16,2;27,5;21,7;0
613500;26-08-2016;17,2;29,5;22,7;0
613500;27-08-2016;14;22,4;18;0
613500;28-08-2016;13,2;21,9;17,8;13,7
613500;29-08-2016;13,8;19,7;17;0,4
613500;30-08-2016;12,6;21,2;16,7;0
613500;31-08-2016;11,3;22,4;17,4;0
613500;01-09-2016;10,1;20,4;16;0
613500;02-09-2016;11,4;19,9;16,2;1,1
613500;03-09-2016;13,6;20,4;17;1,6
613500;04-09-2016;12,1;15,8;14,2;18,6
613500;05-09-2016;10,2;21,3;16;9,9
613500;06-09-2016;8,3;20,7;15;0
613500;07-09-2016;14,6;23,1;18,2;0
613500;08-09-2016;11,2;24,7;18,4;0
613500;09-09-2016;12,5;22,5;17,7;0
613500;10-09-2016;9,7;23,1;17,2;0
613500;11-09-2016;11,9;22,6;18,5;0
613500;12-09-2016;11;24,5;18,1;0
613500;13-09-2016;16,5;26,3;20,6;0
613500;14-09-2016;15,1;26,1;20,1;0
613500;15-09-2016;13,1;25,3;18,7;0
613500;16-09-2016;13,4;23,3;17,8;0
613500;17-09-2016;11,3;18,9;16,2;0
613500;18-09-2016;10,1;18,9;14,1;0
613500;19-09-2016;8,9;17,4;14,4;0
613500;20-09-2016;8,3;19;14,5;0
613500;21-09-2016;9,1;18,9;14,5;3,5
613500;22-09-2016;7,2;18,5;13,1;0
613500;23-09-2016;9;19,4;14,4;0
613500;24-09-2016;8,3;18;13,6;0
613500;25-09-2016;12,4;20,6;16;0
613500;26-09-2016;11,4;18,1;15,3;0,1
613500;27-09-2016;11,4;19,9;15,6;11,2
613500;28-09-2016;15,6;19,6;17,1;0
613500;29-09-2016;14,3;18;16,3;3,8
613500;30-09-2016;10,7;16,4;13,3;2,3
613500;01-10-2016;9,9;16,6;13,2;0
613500;02-10-2016;10,7;16,3;12,4;3
613500;03-10-2016;10;14,8;12;13,8
613500;04-10-2016;6,2;13,6;9,6;0
613500;05-10-2016;3,9;11,4;7,6;0
613500;06-10-2016;6,8;10,6;8,7;0
613500;07-10-2016;5,9;11,7;8,7;0
613500;08-10-2016;6,5;11,8;8,8;0
613500;09-10-2016;5,5;9,4;7,5;1
613500;10-10-2016;6,6;10;8,2;4,4
613500;11-10-2016;6,8;8,4;7,8;0
613500;12-10-2016;6,3;10,2;7,8;0
613500;13-10-2016;7,3;10,7;8,6;0,6
613500;14-10-2016;6,2;10,2;9;0
613500;15-10-2016;8,3;10,8;9,6;1,1
613500;16-10-2016;7,7;9,1;8,4;0,7
613500;17-10-2016;7,5;8,9;8,2;0
613500;18-10-2016;7,8;10,8;9,5;0,2
613500;19-10-2016;9,1;11,5;10,1;7,9
613500;20-10-2016;7,4;11;9,1;1,3
613500;21-10-2016;7,4;8,6;8;6,7
613500;22-10-2016;4,2;8;5,9;2,6
613500;23-10-2016;3,6;9,6;7;0
613500;24-10-2016;4,3;10;6,7;0
613500;25-10-2016;2,3;10,6;6,6;0
613500;26-10-2016;1,6;8,7;6;0
613500;27-10-2016;8;13,8;10,9;1,5
613500;28-10-2016;8,4;12,5;11;0,3
613500;29-10-2016;8;10,8;9,2;0
613500;30-10-2016;4,4;9,9;7,5;0
613500;31-10-2016;4,1;11,3;9;0
613500;01-11-2016;6,6;11,3;9,4;0,4
613500;02-11-2016;1,1;7,3;4,7;3,9
613500;03-11-2016;0,8;6,6;4;0,8
613500;04-11-2016;6;8,2;7,2;9,6
613500;05-11-2016;3,5;7,9;5,8;6,7
613500;06-11-2016;0,4;5,4;3,5;0,4
613500;07-11-2016;-1,3;2,4;0;0
613500;08-11-2016;-3,3;-0,7;-1,9;3,6
613500;09-11-2016;-2,7;1,5;0;4,3
613500;10-11-2016;-2,3;1,2;-0,3;0
613500;11-11-2016;-4,5;2,7;-0,2;0
613500;12-11-2016;-6;3,1;-1,5;0
613500;13-11-2016;-1,2;2,3;0,5;0
613500;14-11-2016;-1;3,5;1,7;3,5
613500;15-11-2016;3,2;9,7;5,9;6,7
613500;16-11-2016;1,7;8,6;5,9;1
613500;17-11-2016;3,3;7,3;6;1,8
613500;18-11-2016;4,5;8,1;6,5;0,1
613500;19-11-2016;3,1;6,7;5;1,9
613500;20-11-2016;2,8;10,4;6;2
613500;21-11-2016;7,2;10,8;8,5;0,2
613500;22-11-2016;3,9;9,8;7,9;0
613500;23-11-2016;4,3;10,1;6,8;0
613500;24-11-2016;1;7;3,9;0
613500;25-11-2016;2,3;7,2;4,7;0
613500;26-11-2016;3,9;9,4;6,5;0
613500;27-11-2016;0,9;6,3;4,1;0
613500;28-11-2016;-2,9;2,3;0,1;0
613500;29-11-2016;-0,4;5,9;3,7;0,1
613500;30-11-2016;5,2;7,1;6,2;4,3
613500;01-12-2016;5,8;8,4;7,5;3,1
613500;02-12-2016;-1,2;6;3,3;0
613500;03-12-2016;-3,9;3,6;0,4;0
613500;04-12-2016;2,1;6,5;4;0
613500;05-12-2016;3,6;5,8;4,8;0
613500;06-12-2016;-1,6;5,8;2,9;0
613500;07-12-2016;2,1;7,3;4,5;4,6
613500;08-12-2016;7,1;10,4;8,9;0
613500;09-12-2016;7,3;8,9;8,3;5
613500;10-12-2016;7,3;10;8,8;2,4
613500;11-12-2016;5,9;8;6,9;2,7
613500;12-12-2016;0,8;6,3;2,6;0,1
613500;13-12-2016;3,1;6,1;4,6;0,1
613500;14-12-2016;-1,9;5,2;2,3;0,1
613500;15-12-2016;-2,3;1,8;0,4;0
613500;16-12-2016;0,4;2;1,4;0
613500;17-12-2016;-0,7;5,1;2;0
613500;18-12-2016;4;6,3;5,3;1,7
613500;19-12-2016;3,3;4,5;3,9;0
613500;20-12-2016;0,4;3,9;2,3;0
613500;21-12-2016;-0,1;5,4;2,4;0
613500;22-12-2016;4,3;5,5;4,9;0
613500;23-12-2016;3,7;6,7;5,4;1,3
613500;24-12-2016;2,4;6,5;5,3;1,9
613500;25-12-2016;2,3;10;6,8;0,1
613500;26-12-2016;1,3;9,6;6,4;2
613500;27-12-2016;5,2;7,3;6,2;0,1
613500;28-12-2016;4,7;6,6;5,7;0,6
613500;29-12-2016;1,5;5,3;3,5;0
613500;30-12-2016;0,4;5,3;3,1;0
613500;31-12-2016;5;7,4;6,2;0
613500;01-01-2017;2,9;6,7;5,5;2,5
613500;02-01-2017;0;3,4;1,3;0
613500;03-01-2017;0,2;7,2;4;3,7
613500;04-01-2017;-2,2;4,8;1,9;0,2
613500;05-01-2017;-8,7;-2,1;-5,7;0
613500;06-01-2017;-10,4;-2,9;-6,5;0
613500;07-01-2017;-3;3,3;0,2;3
613500;08-01-2017;-0,5;1,7;0,2;0
613500;09-01-2017;0,3;2,8;1,7;0
613500;10-01-2017;0,1;1,6;0,9;0,1
613500;11-01-2017;1,2;5,1;2,9;4,3
613500;12-01-2017;0,8;4,3;2,7;0,2
613500;13-01-2017;-0,9;2,1;0,7;0
613500;14-01-2017;-2;2,2;0,7;1,3
613500;15-01-2017;-3;1,4;-0,3;0,2
613500;16-01-2017;-4,1;1,7;-1,4;0
613500;17-01-2017;-3,1;1;-1,3;0
613500;18-01-2017;0,8;2;1,4;0,1
613500;19-01-2017;1,4;4,7;3;0
613500;20-01-2017;2,6;6,6;4,5;0
613500;21-01-2017;1,8;3,9;3,3;0
613500;22-01-2017;0,3;3,3;2,1;0
613500;23-01-2017;0;2,7;1;0
613500;24-01-2017;0,4;4,2;2,4;0
613500;25-01-2017;-0,8;2,3;0,3;0
613500;26-01-2017;-1,7;1,3;-0,4;0
613500;27-01-2017;-1,6;2;-0,1;0
613500;28-01-2017;-2,6;3,1;-0,4;0
613500;29-01-2017;-2,8;3;0,9;0,8
613500;30-01-2017;0,9;3;2,1;0,4
613500;31-01-2017;1,2;3,1;2,4;0
613500;01-02-2017;-0,9;1,3;0,6;0
613500;02-02-2017;-0,6;1,9;0,4;0
613500;03-02-2017;-0,3;2,2;1,2;0
613500;04-02-2017;1,4;3,1;2,1;0,2
613500;05-02-2017;0,7;2,6;1,7;0,4
613500;06-02-2017;-1,2;2,6;1,2;0,2
613500;07-02-2017;-2,8;-0,9;-1,7;1,3
613500;08-02-2017;-3,1;-1,9;-2,6;0,8
613500;09-02-2017;-5,4;-2,8;-3,4;0,1
613500;10-02-2017;-3,5;0,6;-1,4;0
613500;11-02-2017;-1,9;0,9;-0,5;0
613500;12-02-2017;-1,5;0,2;-0,7;0
