station;date;minte;maxte;temp;prec
613500;06-01-2015;2;3,9;3,1;1,3
613500;07-01-2015;2;6,5;4;1,5
613500;08-01-2015;3,6;6,5;4,9;1,6
613500;09-01-2015;4,2;7,6;5,8;8,6
613500;10-01-2015;3;10,1;6,2;5,4
613500;11-01-2015;1,2;4,6;3,3;0,6
613500;12-01-2015;2,7;8;6;1,7
613500;13-01-2015;4,3;8,1;5,6;2,7
613500;14-01-2015;0;5;3;4,7
613500;15-01-2015;1,7;6,4;4,1;12,1
613500;16-01-2015;3,5;6,7;5,4;0
613500;17-01-2015;1,7;4,8;3,3;0,1
613500;18-01-2015;0,9;2,6;1,8;0,2
613500;19-01-2015;0;2,1;1;3
613500;20-01-2015;-1;1,2;0,5;4,9
613500;21-01-2015;-2,5;0,3;-0,9;0
613500;22-01-2015;-2,1;1,3;-0,5;0,2
613500;23-01-2015;-1,9;0,1;-0,9;0
613500;24-01-2015;-1,9;0,8;-0,8;2,9
613500;25-01-2015;-4,8;3,2;-0,5;0
613500;26-01-2015;0,2;3,9;2,1;8,9
613500;27-01-2015;-0,1;4,5;2,4;0
613500;28-01-2015;1,2;4,2;3,3;5,1
613500;29-01-2015;0,2;2,9;1,4;1,7
613500;30-01-2015;-0,3;2;0,9;1
613500;31-01-2015;0,7;2,3;1,4;0
613500;01-02-2015;-0,4;2,2;0,8;0,6
613500;02-02-2015;-2,2;0,2;-1,1;6
613500;03-02-2015;-5,6;-1,4;-2,7;1,5
613500;04-02-2015;-2,2;-0,8;-1,6;0
613500;05-02-2015;-10,4;1,2;-2,8;0
613500;06-02-2015;-12,1;1,7;-3,7;0
613500;07-02-2015;1,4;5,7;3,5;0
613500;08-02-2015;0,8;5;2,3;0
613500;09-02-2015;2,3;6,4;4,5;0
613500;10-02-2015;1,1;7,3;4;0
613500;11-02-2015;0,6;3,2;2,1;0
613500;12-02-2015;0,2;2,1;1,3;0
613500;13-02-2015;-1;0,6;-0,1;0,1
613500;14-02-2015;-1,3;4,6;1,1;0
613500;15-02-2015;1,4;3,4;2,4;0
613500;16-02-2015;-0,1;2,4;0,8;0
613500;17-02-2015;-0,3;2;0,7;0
613500;18-02-2015;1,3;6;3,9;1,3
613500;19-02-2015;1;4,4;2,8;0
613500;20-02-2015;0,3;4,1;2,4;3,1
613500;21-02-2015;0,1;4,4;2,8;15,3
613500;22-02-2015;0,8;4,8;2,5;0
613500;23-02-2015;0,2;4,2;2,2;2,1
613500;24-02-2015;1,7;4,9;3,5;0,7
613500;25-02-2015;-0,1;4,6;3;0
613500;26-02-2015;-0,8;6,7;3,4;0,1
613500;27-02-2015;0,5;3,8;2,5;3,2
613500;28-02-2015;-0,7;5,1;2,2;0
613500;01-03-2015;1,2;6,7;3,5;3,8
613500;02-03-2015;2,4;5,5;3,5;4,9
613500;03-03-2015;0;5,6;2,4;5,1
613500;04-03-2015;0,1;5;1,9;5,4
613500;05-03-2015;0,2;6,5;3,4;0
613500;06-03-2015;3,7;6,9;5,3;0
613500;07-03-2015;4,4;8,2;5,8;0
613500;08-03-2015;4,1;11,1;6,9;0
613500;09-03-2015;3,4;9,1;5,8;0
613500;10-03-2015;3,7;10,3;6,5;1,1
613500;11-03-2015;1,3;9,4;5,4;0
613500;12-03-2015;-0,9;8,4;3;0
613500;13-03-2015;-1;6,7;2,6;0
613500;14-03-2015;0,1;7,8;3,9;0
613500;15-03-2015;1,7;6,4;4,5;0
613500;16-03-2015;3,1;9,3;5,9;0
613500;17-03-2015;4,5;9,6;7,2;0
613500;18-03-2015;2,2;10,2;6,9;0
613500;19-03-2015;-0,2;12,1;5,3;0
613500;20-03-2015;-1,2;6,9;3,6;0
613500;21-03-2015;-0,9;5,3;3,1;2,5
613500;22-03-2015;-4;3,6;0,2;0
613500;23-03-2015;0,8;7,2;3,9;0
613500;24-03-2015;2,4;6,8;4,8;1,3
613500;25-03-2015;0,3;7,4;4,4;0
613500;26-03-2015;3;7,6;5;0,1
613500;27-03-2015;1,8;6,6;4,4;0,3
613500;28-03-2015;1;8,2;5;1
613500;29-03-2015;5,5;8,8;7,1;9
613500;30-03-2015;3,4;8,9;5,6;9,6
613500;31-03-2015;0,2;4,2;2,5;11,6
613500;01-04-2015;1,9;6,9;3,9;1,2
613500;02-04-2015;0,5;7,7;3,6;0
613500;03-04-2015;-0,1;7,8;4;0
613500;04-04-2015;-1,2;8,8;3,8;0
613500;05-04-2015;-0,5;8,6;4,1;0
613500;06-04-2015;0,3;8,5;4,1;0
613500;07-04-2015;1,8;9,4;5,8;0
613500;08-04-2015;3,8;12,7;8;0
613500;09-04-2015;0,9;10,8;6,4;0
613500;10-04-2015;0,1;14;8,2;0
613500;11-04-2015;5,5;16,7;10,5;1,6
613500;12-04-2015;5;11,3;7,5;4
613500;13-04-2015;3,9;9,2;6,1;3
613500;14-04-2015;2,7;9,5;6,1;4
613500;15-04-2015;5,6;14,6;9,5;0,6
613500;16-04-2015;4,6;10,6;7,1;0
613500;17-04-2015;3,7;10,1;6,8;0
613500;18-04-2015;1,6;11,1;6,8;0
613500;19-04-2015;0,7;13,2;7,6;0
613500;20-04-2015;2,8;15,7;9,7;0
613500;21-04-2015;5,5;14,8;9,8;0
613500;22-04-2015;4,9;13,4;8,7;0
613500;23-04-2015;5;13,6;8,7;0
613500;24-04-2015;7,1;12,2;9;0
613500;25-04-2015;5,9;12,9;10,2;1,7
613500;26-04-2015;2,8;9,9;7,1;4,3
613500;27-04-2015;1,8;11,2;6,6;0
613500;28-04-2015;0,2;10,3;6,1;0
613500;29-04-2015;3,5;12;8,1;0
613500;30-04-2015;5,7;10,9;8,2;2,3
613500;01-05-2015;3,1;10,5;6,9;5,1
613500;02-05-2015;0,8;11,5;6,8;0
613500;03-05-2015;-0,9;13,5;7,4;4,2
613500;04-05-2015;7,4;15,4;11,7;9,9
613500;05-05-2015;9,4;19,4;13,3;9,4
613500;06-05-2015;7,4;16,5;11,9;1
613500;07-05-2015;7;12,6;10,3;0,7
613500;08-05-2015;3,8;12,1;8,1;0
613500;09-05-2015;3,5;13,9;9;1,2
613500;10-05-2015;5,2;13,4;9,8;1,4
613500;11-05-2015;3,3;17,2;11,6;0
613500;12-05-2015;8,1;15,6;11,6;4,4
613500;13-05-2015;8;12,4;9,7;0,6
613500;14-05-2015;7,3;14,8;10,6;0
613500;15-05-2015;5,7;15;10,7;0
613500;16-05-2015;5,9;12;8,3;1,1
613500;17-05-2015;6,2;12,6;8,9;1
613500;18-05-2015;6,2;12,3;8,9;10,4
613500;19-05-2015;7,3;13,4;10,4;2,7
613500;20-05-2015;5,9;13,5;10;0
613500;21-05-2015;3,9;13,5;9,2;0,1
613500;22-05-2015;5;16;11;0
613500;23-05-2015;5,6;12,8;10,2;1,3
613500;24-05-2015;3,9;13,5;8,9;0
613500;25-05-2015;6,4;13,3;9,6;3
613500;26-05-2015;6,1;13,4;9,8;0,1
613500;27-05-2015;5,8;13,7;10;0
613500;28-05-2015;6;14,7;11,1;0,5
613500;29-05-2015;6,3;14,8;10,9;3,1
613500;30-05-2015;7,1;13,6;10,1;2,6
613500;31-05-2015;8,1;15,1;11,5;1,8
613500;01-06-2015;7;14,6;11,7;5,5
613500;02-06-2015;8,5;14,3;11,7;8,8
613500;03-06-2015;8,6;16;13,3;1,3
613500;04-06-2015;7;16,8;11,8;0
613500;05-06-2015;5,5;19,5;13,5;0
613500;06-06-2015;9,4;20,5;15,8;0,2
613500;07-06-2015;9;16,6;12,6;0
613500;08-06-2015;7,8;14,3;11;0
613500;09-06-2015;4,1;18,9;12,2;0
613500;10-06-2015;7,1;18,8;13,8;0
613500;11-06-2015;8,1;16,8;11,8;0
613500;12-06-2015;5,7;21,1;14,5;0
613500;13-06-2015;8,4;24;16,4;1,2
613500;14-06-2015;8,9;15,4;12,9;0
613500;15-06-2015;7,5;14,1;10,9;0
613500;16-06-2015;7,4;14,7;10,8;0
613500;17-06-2015;4,5;14,3;10,7;8,6
613500;18-06-2015;10;15,3;12,3;0,5
613500;19-06-2015;8,9;14,4;11,4;0,4
613500;20-06-2015;8,3;17,9;13,4;0,4
613500;21-06-2015;9;15,2;12,1;0
613500;22-06-2015;8,7;16,1;12,3;7,6
613500;23-06-2015;6,3;17,4;12,5;0
613500;24-06-2015;10,2;13,4;11,9;0
613500;25-06-2015;8,3;16,3;12,4;0
613500;26-06-2015;9;17,7;13,7;0,2
613500;27-06-2015;12,6;19;15,8;1,1
613500;28-06-2015;11,9;19,7;14,8;1,5
613500;29-06-2015;13,1;20,9;16,4;3
613500;30-06-2015;11;20,1;15,6;0
613500;01-07-2015;8,8;23,5;17,2;0
613500;02-07-2015;12,3;24,2;18,8;0
613500;03-07-2015;13,3;27,4;21,2;0
613500;04-07-2015;13,6;29,4;22,3;0
613500;05-07-2015;15,2;29,8;22,9;3,3
613500;06-07-2015;14;21,1;17,4;1,4
613500;07-07-2015;12,6;22,7;17,3;3
613500;08-07-2015;12,3;18,8;16,1;6,4
613500;09-07-2015;10,3;13,7;11,9;5,3
613500;10-07-2015;8,8;16,3;12,6;0
613500;11-07-2015;8,1;18,9;13,3;0
613500;12-07-2015;10,2;20,5;15,5;0,4
613500;13-07-2015;12,7;19,4;15,8;0,5
613500;14-07-2015;8,9;19,9;15,1;0
613500;15-07-2015;10,9;19,4;15;0
613500;16-07-2015;9,6;20,3;15,2;0
613500;17-07-2015;6,5;21,6;15,1;0,2
613500;18-07-2015;12,6;22,5;17,8;0
613500;19-07-2015;10;18,1;14;7,3
613500;20-07-2015;8,9;19,5;14,5;0
613500;21-07-2015;10,3;22,5;17,4;1,2
613500;22-07-2015;10,7;24,3;18,1;0
613500;23-07-2015;12,1;19,5;15,5;0
613500;24-07-2015;7,9;20,5;14,9;0
